# #  DATA=SAXS PRIOR=GAUSS
0.0110986 0.2 0.0111403
0.0123317 0.197514 0.00845391
0.0135649 0.195012 0.00762033
0.0147981 0.19248 0.00755636
0.0160312 0.189904 0.00569005
0.0172644 0.18727 0.00624744
0.0184976 0.184564 0.00503821
0.0197307 0.181772 0.00429589
0.0209639 0.178879 0.00407943
0.022197 0.175871 0.00356014
0.0234302 0.172736 0.0038106
0.0246633 0.169464 0.00446472
0.0258964 0.166059 0.00372445
0.0271296 0.162532 0.00375846
0.0283627 0.158902 0.00322035
0.0295958 0.155184 0.00356929
0.030829 0.151395 0.00290158
0.0320621 0.147552 0.00308662
0.0332952 0.143671 0.00277585
0.0345283 0.139769 0.00269023
0.0357614 0.13586 0.00301931
0.0369945 0.131959 0.00261934
0.0382276 0.128076 0.00272694
0.0394606 0.124221 0.00232
0.0406937 0.120398 0.00253125
0.0419268 0.116614 0.00253563
0.0431599 0.112873 0.00222734
0.0443929 0.109179 0.00238582
0.045626 0.105537 0.00227346
0.046859 0.101952 0.00226949
0.048092 0.0984276 0.00209666
0.0493251 0.0949675 0.0020974
0.0505581 0.091575 0.00204295
0.0517911 0.0882529 0.00198386
0.0530241 0.0850036 0.00211063
0.0542571 0.0818291 0.00195436
0.0554901 0.0787311 0.00189876
0.0567231 0.0757114 0.00170944
0.057956 0.0727713 0.00169482
0.059189 0.0699124 0.00164583
0.060422 0.0671356 0.00167042
0.0616549 0.0644419 0.00170161
0.0628878 0.0618319 0.00164868
0.0641208 0.0593054 0.00150727
0.0653537 0.0568624 0.00138159
0.0665866 0.054502 0.00153673
0.0678195 0.0522229 0.00151664
0.0690524 0.0500239 0.00141716
0.0702852 0.047903 0.00136344
0.0715181 0.0458586 0.00147325
0.0727509 0.0438888 0.00129182
0.0739838 0.0419919 0.0012787
0.0752166 0.0401661 0.0012797
0.0764494 0.0384096 0.00129915
0.0776822 0.0367206 0.00126075
0.078915 0.0350974 0.00120997
0.0801478 0.033538 0.00125857
0.0813806 0.0320405 0.00116216
0.0826133 0.0306031 0.001149
0.083846 0.0292237 0.00112407
0.0850788 0.0279004 0.00112432
0.0863115 0.0266313 0.00105859
0.0875442 0.0254144 0.00102809
0.0887769 0.0242481 0.0010348
0.0900096 0.0231306 0.00101165
0.0912422 0.0220603 0.00101465
0.0924749 0.0210356 0.00101357
0.0937075 0.0200551 0.000975439
0.0949401 0.0191171 0.000979551
0.0961727 0.0182204 0.000947632
0.0980216 0.0169495 0.000954785
0.100487 0.0153864 0.000962851
0.102952 0.0139643 0.000941611
0.105417 0.0126733 0.000918299
0.107882 0.0115047 0.00089677
0.110347 0.0104501 0.000910366
0.112811 0.00950164 0.000938086
0.115276 0.00865196 0.000908607
0.117741 0.00789373 0.000881809
0.120205 0.00721983 0.000862065
0.12267 0.00662336 0.00087587
0.125134 0.0060974 0.000874632
0.127598 0.00563544 0.000895785
0.130063 0.00523141 0.000849582
0.133143 0.00479867 0.000849257
0.136839 0.00437041 0.000828093
0.140535 0.00402386 0.000817559
0.144231 0.00374253 0.000828696
0.147926 0.00351213 0.000798602
0.151621 0.00331991 0.000786754
0.155316 0.00315518 0.000788882
0.159011 0.00300952 0.000770855
0.162706 0.00287639 0.000768763
0.1664 0.00275096 0.000735055
0.17071 0.00260998 0.000717547
0.175635 0.00245178 0.000696993
0.18056 0.00229506 0.000677908
0.185484 0.0021395 0.00065807
0.190408 0.001986 0.000649897
0.195331 0.00183617 0.000638506
0.200254 0.00169158 0.000621128
0.205177 0.00155369 0.000614031
0.210714 0.00140805 0.000600238
0.216865 0.00125959 0.000586224
0.223016 0.00112612 0.000580222
0.229166 0.0010083 0.000560651
0.235314 0.000906064 0.0005526
0.241462 0.000819102 0.000536749
0.248224 0.00074005 0.000535125
0.255599 0.00067185 0.000524341
0.262973 0.000619676 0.00051919
0.270345 0.000580202 0.000512738
0.277716 0.000549745 0.000500541
0.285085 0.000524756 0.000495892
0.293066 0.000500269 0.000499674
0.301659 0.000473725 0.000503697
0.31025 0.000445202 0.000515514
0.318839 0.000414621 0.000528702
0.328038 0.000381022 0.000527597
0.337848 0.000346933 0.000524905
0.347654 0.000317373 0.000525668
0.357457 0.000293987 0.000524811
0.367256 0.00027683 0.000546746
0.377664 0.000263942 0.00057671
0.388679 0.000253584 0.000603385
0.39969 0.000243804 0.000685203
0.411307 0.000232079 0.000769501
0.423529 0.000217587 0.000857702
0.435744 0.000201959 0.000981836
0.447953 0.000186933 0.00117414
